,chapter,paragraph
198,3,"It is humiliating to have to confess that this conceit of Peter was one of his most fascinating qualities. To put it with brutal frankness, there never was a cockier boy."
199,3,"But for the moment Wendy was shocked. “You conceit,” she exclaimed, with frightful sarcasm; “of course I did nothing!”"
200,3,"“You did a little,” Peter said carelessly, and continued to dance."
201,3,"“A little!” she replied with hauteur; “if I am no use I can at least withdraw,” and she sprang in the most dignified way into bed and covered her face with the blankets."
202,3,"To induce her to look up he pretended to be going away, and when this failed he sat on the end of the bed and tapped her gently with his foot. “Wendy,” he said, “don’t withdraw. I can’t help crowing, Wendy, when I’m pleased with myself.” Still she would not look up, though she was listening eagerly. “Wendy,” he continued, in a voice that no woman has ever yet been able to resist, “Wendy, one girl is more use than twenty boys.”"
203,3,"Now Wendy was every inch a woman, though there were not very many inches, and she peeped out of the bed-clothes."
204,3,"“Do you really think so, Peter?”"
205,3,"“Yes, I do.”"
206,3,"“I think it’s perfectly sweet of you,” she declared, “and I’ll get up again,” and she sat with him on the side of the bed. She also said she would give him a kiss if he liked, but Peter did not know what she meant, and he held out his hand expectantly."
207,3,"“Surely you know what a kiss is?” she asked, aghast."
208,3,"“I shall know when you give it to me,” he replied stiffly, and not to hurt his feeling she gave him a thimble."
209,3,"“Now,” said he, “shall I give you a kiss?” and she replied with a slight primness, “If you please.” She made herself rather cheap by inclining her face toward him, but he merely dropped an acorn button into her hand, so she slowly returned her face to where it had been before, and said nicely that she would wear his kiss on the chain around her neck. It was lucky that she did put it on that chain, for it was afterwards to save her life."
210,3,"When people in our set are introduced, it is customary for them to ask each other’s age, and so Wendy, who always liked to do the correct thing, asked Peter how old he was. It was not really a happy question to ask him; it was like an examination paper that asks grammar, when what you want to be asked is Kings of England."
211,3,"“I don’t know,” he replied uneasily, “but I am quite young.” He really knew nothing about it, he had merely suspicions, but he said at a venture, “Wendy, I ran away the day I was born.”"
212,3,"Wendy was quite surprised, but interested; and she indicated in the charming drawing-room manner, by a touch on her night-gown, that he could sit nearer her."
213,3,"“It was because I heard father and mother,” he explained in a low voice, “talking about what I was to be when I became a man.” He was extraordinarily agitated now. “I don’t want ever to be a man,” he said with passion. “I want always to be a little boy and to have fun. So I ran away to Kensington Gardens and lived a long long time among the fairies.”"
214,3,"She gave him a look of the most intense admiration, and he thought it was because he had run away, but it was really because he knew fairies. Wendy had lived such a home life that to know fairies struck her as quite delightful. She poured out questions about them, to his surprise, for they were rather a nuisance to him, getting in his way and so on, and indeed he sometimes had to give them a hiding. Still, he liked them on the whole, and he told her about the beginning of fairies."
215,3,"“You see, Wendy, when the first baby laughed for the first time, its laugh broke into a thousand pieces, and they all went skipping about, and that was the beginning of fairies.”"
216,3,"Tedious talk this, but being a stay-at-home she liked it."
217,3,"“And so,” he went on good-naturedly, “there ought to be one fairy for every boy and girl.”"
218,3,“Ought to be? Isn’t there?”
219,3,"“No. You see children know such a lot now, they soon don’t believe in fairies, and every time a child says, ‘I don’t believe in fairies,’ there is a fairy somewhere that falls down dead.”"
220,3,"Really, he thought they had now talked enough about fairies, and it struck him that Tinker Bell was keeping very quiet. “I can’t think where she has gone to,” he said, rising, and he called Tink by name. Wendy’s heart went flutter with a sudden thrill."
221,3,"“Peter,” she cried, clutching him, “you don’t mean to tell me that there is a fairy in this room!”"
222,3,"“She was here just now,” he said a little impatiently. “You don’t hear her, do you?” and they both listened."
223,3,"“The only sound I hear,” said Wendy, “is like a tinkle of bells.”"
224,3,"“Well, that’s Tink, that’s the fairy language. I think I hear her too.”"
225,3,"The sound came from the chest of drawers, and Peter made a merry face. No one could ever look quite so merry as Peter, and the loveliest of gurgles was his laugh. He had his first laugh still."
