,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
77,77,1,"'No, sir -- house was almost destroyed, but I got him out all right before the Muggles started swarmin' around. He fell asleep as we was flyin' over Bristol.'",Hagrid Brings Harry,"Hagrid arrives with baby Harry Potter on a motorcycle, solidifying Harry's significance and foreshadowing his important role in the magical world.",7.0,Resolution,Action,Harry expressed his feelings of being hated by Professor Snape.,Harry Potter,street,EXT,night,-0.20000000298023224,['maagnitude']
78,78,1,"Dumbledore and Professor McGonagall bent forward over the bundle of blankets. Inside, just visible, was a baby boy, fast asleep. Under a tuft of jet-black hair over his forehead they could see a curiously shaped cut, like a bolt of lightning.",Hagrid Brings Harry,"Hagrid arrives with baby Harry Potter on a motorcycle, solidifying Harry's significance and foreshadowing his important role in the magical world.",7.0,Resolution,Action,Snape took a roll call and paused at Harry's name.,Professor Snape,street,EXT,night,-0.10000000149011612,['maagnitude']
79,79,1,'Is that where -?' whispered Professor McGonagall.,,,,,,,,street,EXT,night,-0.10000000149011612,['maagnitude']
80,80,1,"'Yes,' said Dumbledore. 'He'll have that scar forever.'",,,,,,,,street,EXT,night,-0.4000000059604645,['maagnitude']
81,81,1,"'Couldn't you do something about it, Dumbledore?'",,,,,,,,street,EXT,night,-0.4000000059604645,['maagnitude']
82,82,1,"'Even if I could, I wouldn't. Scars can come in handy. I have one myself above my left knee that is a perfect map of the London Underground. Well -- give him here, Hagrid -- we'd better get this over with.'",,,,,,,,street,EXT,night,0.0,['maagnitude']
83,83,1,Dumbledore took Harry in his arms and turned toward the Dursleys' house.,,,,,,,,street,EXT,night,-0.10000000149011612,['maagnitude']
84,84,1,"'Could I -- could I say good-bye to him, sir?' asked Hagrid. He bent his great, shaggy head over Harry and gave him what must have been a very scratchy, whiskery kiss. Then, suddenly, Hagrid let out a howl like a wounded dog.",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,Action,He took Harry in his arms and prepared to deliver him to the Dursleys.,Albus Dumbledore,street,EXT,night,-0.20000000298023224,['maagnitude']
85,85,1,"'Shhh!' hissed Professor McGonagall, 'you'll wake the Muggles!'",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,0.20000000298023224,['maagnitude']
86,86,1,"'S-s-sorry,' sobbed Hagrid, taking out a large, spotted handkerchief and burying his face in it. 'But I c-c-can't stand it -- Lily an' James dead -- an' poor little Harry off ter live with Muggles -'",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,Action,He expressed sorrow about Lily and James Potter's deaths and Harry living with Muggles.,Rubeus Hagrid,street,EXT,night,-0.6000000238418579,['maagnitude']
87,87,1,"'Yes, yes, it's all very sad, but get a grip on yourself, Hagrid, or we'll be found,' Professor McGonagall whispered, patting Hagrid gingerly on the arm as Dumbledore stepped over the low garden wall and walked to the front door. He laid Harry gently on the doorstep, took a letter out of his cloak, tucked it inside Harry's blankets, and then came back to the other two. For a full minute the three of them stood and looked at the little bundle; Hagrid's shoulders shook, Professor McGonagall blinked furiously, and the twinkling light that usually shone from Dumbledore's eyes seemed to have gone out. 'Well,' said Dumbledore finally, 'that's that. We've no business staying here. We may as well go and join the celebrations.'",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,-0.10000000149011612,['maagnitude']
88,88,1,"'Yeah,' said Hagrid in a very muffled voice, 'I'll be takin' Sirius his bike back. G'night, Professor McGonagall -- Professor Dumbledore, sir.'",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,0.0,['maagnitude']
89,89,1,"Wiping his streaming eyes on his jacket sleeve, Hagrid swung himself onto the motorcycle and kicked the engine into life; with a roar it rose into the air and off into the night.",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,-0.30000001192092896,['maagnitude']
90,90,1,"'I shall see you soon, I expect, Professor McGonagall,' said Dumbledore, nodding to her. Professor McGonagall blew her nose in reply.",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,-0.10000000149011612,['maagnitude']
91,91,1,"Dumbledore turned and walked back down the street. On the corner he stopped and took out the silver Put-Outer. He clicked it once, and twelve balls of light sped back to their street lamps so that Privet Drive glowed suddenly orange and he could make out a tabby cat slinking around the corner at the other end of the street. He could just see the bundle of blankets on the step of number four.",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,street,EXT,night,-0.20000000298023224,['maagnitude']
92,92,1,"'Good luck, Harry,' he murmured. He turned on his heel and with a swish of his cloak, he was gone.",Leaving Harry at the Dursleys',"Dumbledore leaves Harry at the Dursleys' doorstep with a letter, marking the beginning of Harry's life with his relatives and the continuation of the magical tale.",7.0,Resolution,,,,,,,0.0,['maagnitude']
93,93,2,"A breeze ruffled the neat hedges of Privet Drive, which lay silent and tidy under the inky sky, the very last place you would expect astonishing things to happen. Harry Potter rolled over inside his blankets without waking up. One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley... He couldn't know that at this very moment, people meeting in secret all over the country were holding up their glasses and saying in hushed voices: 'To Harry Potter -- the boy who lived! THE VANISHING GLASS",Harry sleeps at Privet Drive,"The story opens with Harry Potter sleeping in his cramped room at the Dursleys' house on Privet Drive, unaware of his special status as 'the boy who lived.'",6.0,Setup,,,,house,INT,night,0.0,['maagnitude']
94,94,2,"Nearly ten years had passed since the Dursleys had woken up to find their nephew on the front step, but Privet Drive had hardly changed at all. The sun rose on the same tidy front gardens and lit up the brass number four on the Dursleys' front door; it crept into their living room, which was almost exactly the same as it had been on the night when Mr. Dursley had seen that fateful news report about the owls. Only the photographs on the mantelpiece really showed how much time had passed. Ten years ago, there had been lots of pictures of what looked like a large pink beach ball wearing different-colored bonnets -- but Dudley Dursley was no longer a baby, and now the photographs showed a large blond boy riding his first bicycle, on a carousel at the fair, playing a computer game with his father, being hugged and kissed by his mother. The room held no sign at all that another boy lived in the house, too.",,,,,,,,house,INT,day,-0.10000000149011612,['maagnitude']
95,95,2,"Yet Harry Potter was still there, asleep at the moment, but not for long. His Aunt Petunia was awake and it was her shrill voice that made the first noise of the day.",Aunt Petunia wakes Harry,"Harry is abruptly awakened by Aunt Petunia, who insists on him getting up to prepare for Dudley's birthday celebrations.",5.0,Setup,Action,Hermione agrees to keep watch for Snape.,Hermione Granger,house,INT,day,-0.10000000149011612,['maagnitude']
96,96,2,'Up! Get up! Now!',Aunt Petunia wakes Harry,"Harry is abruptly awakened by Aunt Petunia, who insists on him getting up to prepare for Dudley's birthday celebrations.",5.0,Setup,,,,house,INT,day,0.6000000238418579,['maagnitude']
97,97,2,Harry woke with a start. His aunt rapped on the door again.,Aunt Petunia wakes Harry,"Harry is abruptly awakened by Aunt Petunia, who insists on him getting up to prepare for Dudley's birthday celebrations.",5.0,Setup,,,,house,INT,day,0.0,['maagnitude']
98,98,2,'Up!' she screeched. Harry heard her walking toward the kitchen and then the sound of the frying pan being put on the stove. He rolled onto his back and tried to remember the dream he had been having. It had been a good one. There had been a flying motorcycle in it. He had a funny feeling he'd had the same dream before.,Aunt Petunia wakes Harry,"Harry is abruptly awakened by Aunt Petunia, who insists on him getting up to prepare for Dudley's birthday celebrations.",5.0,Setup,,,,house,INT,day,0.0,['maagnitude']
