,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
47,47,2,"“Well, perhaps not,” said Alice in a soothing tone: “don’t be angry about it. And yet I wish I could show you our cat Dinah: I think you’d take a fancy to cats if you could only see her. She is such a dear quiet thing,” Alice went on, half to herself, as she swam lazily about in the pool, “and she sits purring so nicely by the fire, licking her paws and washing her face—and she is such a nice soft thing to nurse—and she’s such a capital one for catching mice—oh, I beg your pardon!” cried Alice again, for this time the Mouse was bristling all over, and she felt certain it must be really offended. “We won’t talk about her any more if you’d rather not.”",129,658,castle,EXT,day,Conversation about Cats,"Alice inadvertently offends the Mouse by mentioning cats, illustrating the theme of misunderstanding and mistaken perceptions in her interactions within Wonderland.",5.0,,,,Turning Point,0.010038216598331928,3.5193176344037056,0.2943459,0.1887024,6
48,48,2,"“We indeed!” cried the Mouse, who was trembling down to the end of his tail. “As if _I_ would talk on such a subject! Our family always _hated_ cats: nasty, low, vulgar things! Don’t let me hear the name again!”",40,211,castle,EXT,day,Conversation about Cats,"Alice inadvertently offends the Mouse by mentioning cats, illustrating the theme of misunderstanding and mistaken perceptions in her interactions within Wonderland.",5.0,,,,Turning Point,0.05898856744170189,3.5783062018454075,0.2486597,0.2260176,6
49,49,2,"“I won’t indeed!” said Alice, in a great hurry to change the subject of conversation. “Are you—are you fond—of—of dogs?” The Mouse did not answer, so Alice went on eagerly: “There is such a nice little dog near our house I should like to show you! A little bright-eyed terrier, you know, with oh, such long curly brown hair! And it’ll fetch things when you throw them, and it’ll sit up and beg for its dinner, and all sorts of things—I can’t remember half of them—and it belongs to a farmer, you know, and he says it’s so useful, it’s worth a hundred pounds! He says it kills all the rats and—oh dear!” cried Alice in a sorrowful tone, “I’m afraid I’ve offended it again!” For the Mouse was swimming away from her as hard as it could go, and making quite a commotion in the pool as it went.",150,790,castle,EXT,day,Conversation about Cats,"Alice inadvertently offends the Mouse by mentioning cats, illustrating the theme of misunderstanding and mistaken perceptions in her interactions within Wonderland.",5.0,Statement,Alice eagerly talks about a dog to change the subject but worries about offending the Mouse again.,Alice,Turning Point,0.05381686985492706,3.6321230717003345,0.28791276,0.18920112,6
50,50,2,"So she called softly after it, “Mouse dear! Do come back again, and we won’t talk about cats or dogs either, if you don’t like them!” When the Mouse heard this, it turned round and swam slowly back to her: its face was quite pale (with passion, Alice thought), and it said in a low trembling voice, “Let us get to the shore, and then I’ll tell you my history, and you’ll understand why it is I hate cats and dogs.”",81,414,castle,EXT,day,The Mouse proposes to tell his story,"The Mouse suggests they reach the shore before sharing his history, confirming the need for a deeper connection and understanding amidst the chaotic swimming party.",6.0,Statement,The Mouse requests to get to the shore before sharing its history and reasons for hating cats and dogs.,Mouse,Resolution,0.024022161960601807,3.6561452336609364,0.27467734,0.20924826,6
51,51,2,"It was high time to go, for the pool was getting quite crowded with the birds and animals that had fallen into it: there were a Duck and a Dodo, a Lory and an Eaglet, and several other curious creatures. Alice led the way, and the whole party swam to the shore.",52,261,castle,EXT,day,The Mouse proposes to tell his story,"The Mouse suggests they reach the shore before sharing his history, confirming the need for a deeper connection and understanding amidst the chaotic swimming party.",6.0,Action,Alice leads a group of animals and birds to swim to the shore.,Alice,Resolution,0.03327271342277527,3.6894179470837116,0.2578171,0.23793285,6
52,52,3,CHAPTER III. A Caucus-Race and a Long Tale,8,42,,,,,,,,,,,0.0489363819360733,3.738354329019785,0.21763568,0.26586533,6
53,53,3,"They were indeed a queer-looking party that assembled on the bank—the birds with draggled feathers, the animals with their fur clinging close to them, and all dripping wet, cross, and uncomfortable.",31,198,bank,EXT,day,The Wet Gathering,"A motley group of birds and animals assembles on the bank, all wet and uncomfortable after a recent event. They begin discussing how to get dry, which leads to Alice engaging with them as if she has known them for ages.",5.0,,,,Setup,0.08072802424430847,3.8190823532640934,0.2798683,0.21444438,6
54,54,3,"The first question of course was, how to get dry again: they had a consultation about this, and after a few minutes it seemed quite natural to Alice to find herself talking familiarly with them, as if she had known them all her life. Indeed, she had quite a long argument with the Lory, who at last turned sulky, and would only say, “I am older than you, and must know better;” and this Alice would not allow without knowing how old it was, and, as the Lory positively refused to tell its age, there was no more to be said.",101,523,bank,EXT,day,Alice's Familiarity with the Group,"Alice finds herself conversing confidently with the group, leading to a humorous argument with the Lory about age and knowledge, showcasing her growing comfort in this strange environment.",6.0,Action,Alice finds herself talking familiarly with the birds and animals.,Alice,Setup,0.10082186758518219,3.9199042208492756,0.37842,0.19316967,7
55,55,3,"At last the Mouse, who seemed to be a person of authority among them, called out, “Sit down, all of you, and listen to me! _I’ll_ soon make you dry enough!” They all sat down at once, in a large ring, with the Mouse in the middle. Alice kept her eyes anxiously fixed on it, for she felt sure she would catch a bad cold if she did not get dry very soon.",73,352,bank,EXT,day,The Mouse's Leadership,"The Mouse, perceived as an authority figure, suggests a way to dry off by telling a story. This brings the group together in anticipation, indicating a shift from discomfort to engagement.",6.0,Action,The Mouse calls the group to sit down and listen.,Mouse,Inciting Incident,0.012700364924967289,3.932604585774243,0.3890133,0.20017548,7
56,56,3,"“Ahem!” said the Mouse with an important air, “are you all ready? This is the driest thing I know. Silence all round, if you please! ‘William the Conqueror, whose cause was favoured by the pope, was soon submitted to by the English, who wanted leaders, and had been of late much accustomed to usurpation and conquest. Edwin and Morcar, the earls of Mercia and Northumbria—’”",65,374,bank,EXT,day,The Mouse's Leadership,"The Mouse, perceived as an authority figure, suggests a way to dry off by telling a story. This brings the group together in anticipation, indicating a shift from discomfort to engagement.",6.0,Statement,The Mouse begins to read an uninteresting account to the group.,Mouse,Inciting Incident,0.059879451990127563,3.9924840377643704,0.34677252,0.15773416,7
57,57,3,"“Ugh!” said the Lory, with a shiver.",7,36,bank,EXT,day,The Mouse's Boring Tale,"The Mouse starts telling a tedious story about William the Conqueror, which fails to amuse the other creatures, leading to interruptions and side comments from the group.",5.0,Statement,The Lory expresses discomfort at the Mouse's reading.,Lory,,0.09529076516628265,4.087774802930653,0.4286255,0.1089446,7
